snapshot_time_utc,batch_no,field_no,field_name,dm_address,data_type,scale,raw_words,raw_hex_words,raw_dword_hex,decoded_value,normalized_value,decode_error
2026-03-07T07:33:02.035689+00:00,9,1,BATCH,D6800,INT,1,0,0000,,0,9,
2026-03-07T07:33:02.035689+00:00,9,2,NO-MO,D6801-6808,ASCII,,0|0|0|0|0|0|0|0,0000 0000 0000 0000 0000 0000 0000 0000,00000000,,,
2026-03-07T07:33:02.035689+00:00,9,3,NO-BoM,D6809-6816,ASCII,,0|0|0|0|0|0|0|0,0000 0000 0000 0000 0000 0000 0000 0000,00000000,,,
2026-03-07T07:33:02.035689+00:00,9,4,finished_goods,D6817-6824,ASCII,,0|0|0|0|0|0|0|0,0000 0000 0000 0000 0000 0000 0000 0000,00000000,,,
2026-03-07T07:33:02.035689+00:00,9,5,Quantity Goods_id,D6825-6826,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,6,SILO ID 101 (SILO BESAR),D6827,INT,1,0,0000,,0,101,
2026-03-07T07:33:02.035689+00:00,9,7,SILO ID 101 Consumption,D6828-6829,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,8,SILO ID 102 (SILO BESAR),D6830,INT,1,0,0000,,0,102,
2026-03-07T07:33:02.035689+00:00,9,9,SILO ID 102 Consumption,D6831-6832,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,10,SILO ID 103 (SILO BESAR),D6833,INT,1,0,0000,,0,103,
2026-03-07T07:33:02.035689+00:00,9,11,SILO ID 103 Consumption,D6834-6835,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,12,SILO ID 104,D6836,INT,1,0,0000,,0,104,
2026-03-07T07:33:02.035689+00:00,9,13,SILO ID 104 Consumption,D6837-6838,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,14,SILO ID 105,D6839,INT,1,0,0000,,0,105,
2026-03-07T07:33:02.035689+00:00,9,15,SILO ID 105 Consumption,D6840-6841,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,16,SILO ID 106,D6842,INT,1,0,0000,,0,106,
2026-03-07T07:33:02.035689+00:00,9,17,SILO ID 106 Consumption,D6843-6844,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,18,SILO ID 107,D6845,INT,1,0,0000,,0,107,
2026-03-07T07:33:02.035689+00:00,9,19,SILO ID 107 Consumption,D6846-6847,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,20,SILO ID 108,D6848,INT,1,0,0000,,0,108,
2026-03-07T07:33:02.035689+00:00,9,21,SILO ID 108 Consumption,D6849-6850,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,22,SILO ID 109,D6851,INT,1,0,0000,,0,109,
2026-03-07T07:33:02.035689+00:00,9,23,SILO ID 109 Consumption,D6852-6853,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,24,SILO ID 110,D6854,INT,1,0,0000,,0,110,
2026-03-07T07:33:02.035689+00:00,9,25,SILO ID 110 Consumption,D6855-6856,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,26,SILO ID 111,D6857,INT,1,0,0000,,0,111,
2026-03-07T07:33:02.035689+00:00,9,27,SILO ID 111 Consumption,D6858-6859,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,28,SILO ID 112,D6860,INT,1,0,0000,,0,112,
2026-03-07T07:33:02.035689+00:00,9,29,SILO ID 112 Consumption,D6861-6862,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,30,SILO ID 113,D6863,INT,1,0,0000,,0,113,
2026-03-07T07:33:02.035689+00:00,9,31,SILO ID 113 Consumption,D6864-6865,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,32,LQ ID 114,D6866,INT,1,0,0000,,0,114,
2026-03-07T07:33:02.035689+00:00,9,33,LQ ID 114 Consumption,D6867-6868,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,34,LQ ID 115,D6869,INT,1,0,0000,,0,115,
2026-03-07T07:33:02.035689+00:00,9,35,LQ ID 115 Consumption,D6870-6871,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,36,status manufaturing,D6872,boolean,,0,0000,,False,False,
2026-03-07T07:33:02.035689+00:00,9,37,Status Operation,D6873,boolean,,0,0000,,False,False,
2026-03-07T07:33:02.035689+00:00,9,38,weight_finished_good,D6874-6875,REAL,100,0|0,0000 0000,00000000,0.0,0.0,
2026-03-07T07:33:02.035689+00:00,9,39,status_read_data,D6876,boolean,,0,0000,,False,False,
